133	20	30
81	8	7
90	31	7
69	50	127
146	31	23
117	43	20
20	20	44
100	8	20
20	31	117
6	31	11
130	31	11
44	30	33
115	1	11
115	31	148
115	22	124
75	31	115
40	30	149
84	30	149
82	30	149
61	30	149
58	50	48
48	22	57
91	22	121
149	45	121
59	31	38
77	31	145
10	23	22
71	1	36
72	31	36
72	31	123
50	31	97
107	31	36
96	8	107
115	31	99
78	21	88
77	31	115
78	25	88
149	21	15
115	31	22
3	29	149
17	31	110
38	31	22
91	22	14
78	22	14
91	48	60
91	48	111
58	30	78
149	40	10
78	22	87
87	31	149
75	31	10
73	30	136
14	29	14
78	50	4
135	31	134
47	31	14
115	31	14
103	31	14
26	22	124
115	31	23
78	21	139
90	20	139
130	31	142
78	29	133
134	22	121
35	23	9
93	31	9
148	7	100
142	29	22
149	29	78
91	29	78
53	48	111
74	9	91
57	30	53
113	31	78
145	31	26
130	31	26
26	31	124
20	21	102
102	20	59
136	31	114
55	31	58
102	50	59
112	31	117
22	22	124
22	8	14
99	21	148
22	29	134
144	31	95
149	48	67
78	48	25
149	48	60
149	49	111
149	49	67
78	49	122
78	49	111
78	49	113
57	30	149
91	40	28
91	22	106
78	22	106
18	31	126
3	31	28
149	22	67
149	20	57
99	31	114
78	22	135
30	1	115
135	20	145
91	20	60
23	50	35
88	22	146
91	8	144
38	31	23
75	31	23
97	31	23
53	48	55
53	48	118
78	44	144
54	31	78
58	31	30
136	22	133
17	31	32
149	31	13
97	31	126
49	31	97
64	31	7
115	1	28
149	21	69
111	31	149
90	38	11
76	30	11
80	40	78
78	40	80
144	31	80
78	48	67
145	31	145
127	31	95
78	21	49
78	21	17
24	20	38
57	31	29
111	31	29
78	31	114
115	31	74
91	29	11
98	22	111
111	20	75
98	48	87
98	48	111
99	30	45
98	48	62
85	31	111
60	1	61
10	8	45
84	31	149
91	20	57
149	20	69
98	48	55
149	20	44
149	6	126
127	30	142
38	30	142
144	30	95
147	30	142
3	8	149
149	20	111
52	20	83
52	20	74
78	25	80
149	21	34
91	20	46
37	41	14
60	50	77
34	22	70
34	22	58
91	48	113
37	31	91
37	29	149
113	30	149
26	23	137
148	31	99
20	48	87
20	48	62
10	16	126
15	31	126
133	8	136
59	31	30
139	31	124
99	16	115
26	6	76
76	33	124
136	29	124
26	29	76
58	30	149
149	21	88
19	22	137
78	49	87
78	30	137
91	31	124
149	31	124
149	22	124
29	47	91
109	31	124
91	22	124
149	29	29
109	29	91
91	50	109
109	22	124
91	29	29
91	6	126
47	19	99
145	7	22
22	20	145
61	31	93
88	22	58
55	31	78
16	31	78
60	31	78
60	31	91
91	31	13
90	31	13
66	31	28
78	31	7
10	4	114
78	31	9
78	10	9
4	31	9
91	20	111
117	43	78
26	35	124
111	5	87
78	49	128
78	20	61
149	20	61
48	31	61
4	31	10
35	31	145
76	31	13
28	43	36
36	29	145
76	22	106
91	31	10
53	31	31
78	48	120
91	40	10
10	31	114
78	50	5
78	21	5
40	31	61
84	30	44
83	30	78
38	31	26
53	20	57
73	18	136
53	48	31
77	28	22
23	31	145
136	29	137
137	8	136
31	31	29
62	31	29
29	22	31
118	43	16
78	48	112
78	31	117
75	31	1
75	31	147
127	30	95
127	7	95
75	31	127
95	20	127
42	43	147
42	31	95
26	20	145
26	20	38
26	29	114
114	29	124
88	29	26
26	20	130
30	1	22
15	31	110
88	31	126
34	1	126
71	41	106
28	41	106
28	43	126
77	31	10
77	31	39
39	30	10
121	31	121
91	49	66
121	20	134
78	20	87
136	8	121
103	22	121
61	31	53
38	50	145
76	31	99
149	14	94
84	9	149
94	31	97
57	31	149
78	22	60
78	20	60
78	20	54
78	20	44
78	50	17
91	21	17
67	31	149
46	31	58
144	30	80
144	30	11
130	30	11
108	30	11
75	34	80
76	31	142
145	30	22
63	31	81
26	31	134
65	8	136
90	46	114
149	44	72
92	29	72
128	31	78
38	31	142
78	43	139
97	20	49
53	50	57
97	23	53
53	48	113
53	40	10
20	22	111
50	29	50
50	40	126
17	31	123
50	31	126
17	8	54
17	29	71
78	21	15
88	22	15
78	50	57
128	33	111
111	30	78
57	29	40
40	31	78
43	30	149
149	21	19
78	48	122
132	32	28
77	31	112
78	20	74
139	20	59
78	49	112
90	31	10
10	31	124
139	33	91
139	33	61
78	49	67
66	31	78
132	1	116
18	31	32
4	31	39
149	38	11
27	31	149
149	31	11
53	40	11
149	50	27
48	31	126
108	4	126
112	31	91
149	49	60
137	20	145
97	31	137
22	31	145
112	43	36
72	40	36
149	31	10
78	31	10
35	7	145
78	22	9
35	13	145
132	31	9
97	50	49
50	29	97
126	50	49
54	31	97
97	43	54
97	31	97
91	22	137
74	30	33
74	9	33
33	8	45
97	31	110
51	31	126
18	31	110
48	3	145
115	50	75
23	20	146
76	31	114
76	29	23
111	1	78
85	31	135
38	31	135
135	1	134
99	30	139
149	48	54
70	48	31
145	31	65
105	31	65
136	22	45
115	23	65
78	31	64
78	38	64
64	31	124
64	20	61
48	18	96
17	31	116
20	48	67
78	38	117
20	38	117
112	31	20
67	31	20
111	31	20
20	40	10
47	32	14
14	29	65
38	31	137
145	31	38
126	29	137
11	20	144
22	8	90
90	29	22
22	8	26
22	29	26
11	29	22
22	8	149
90	29	26
149	29	22
22	29	90
22	29	11
64	41	124
72	31	53
91	48	120
91	20	74
91	44	72
145	20	22
26	31	135
26	29	23
142	31	124
44	30	150
108	22	26
3	1	108
61	30	150
150	20	84
100	31	114
126	31	114
74	31	126
115	1	99
115	7	99
78	31	142
76	31	26
64	48	111
61	31	64
104	29	45
74	30	37
127	30	37
61	31	37
74	31	37
74	31	74
37	31	125
37	20	31
149	31	37
57	31	61
22	20	105
59	31	24
20	31	125
29	48	120
29	31	125
74	30	29
104	8	29
20	20	120
91	50	57
78	22	28
148	23	78
58	31	58
61	30	20
128	29	83
111	20	128
73	31	96
18	31	36
54	22	145
131	20	108
19	31	126
44	30	53
67	30	53
66	30	149
53	20	31
53	48	67
53	48	128
78	31	118
78	48	16
119	31	121
78	41	118
121	31	104
78	31	121
78	49	66
78	49	16
115	29	23
76	31	23
44	31	23
78	31	80
91	31	80
37	50	66
37	20	74
143	8	37
47	31	37
40	31	37
37	20	84
59	31	102
61	9	149
149	29	126
54	22	126
17	1	32
91	41	118
91	41	121
91	48	62
91	38	11
11	31	114
78	22	38
20	45	124
78	40	23
90	31	124
4	31	11
12	50	61
12	29	11
4	7	144
8	31	111
40	30	91
91	20	40
91	20	58
68	20	58
116	31	32
91	50	54
91	31	28
91	20	54
149	47	149
78	47	149
38	31	24
88	22	4
115	31	11
91	22	16
91	45	16
20	48	66
8	23	35
20	48	31
149	21	112
77	7	95
144	7	95
42	7	95
42	31	1
98	40	110
8	20	89
136	50	121
136	50	21
121	31	21
8	20	40
103	8	8
8	25	8
24	43	116
116	1	24
59	1	116
59	20	116
131	29	88
54	31	110
34	40	110
101	8	72
15	22	110
88	31	36
88	31	136
136	50	88
64	29	64
91	38	64
90	31	64
61	30	64
74	31	64
74	30	64
149	20	113
113	31	149
22	50	105
146	31	137
130	30	137
145	30	137
90	49	87
23	29	124
22	8	23
95	20	145
54	30	95
144	31	1
1	20	127
58	31	91
121	31	118
118	22	121
80	31	91
80	1	80
78	38	80
58	9	78
65	8	135
146	7	135
90	8	136
71	31	100
53	21	97
20	40	28
62	31	91
145	9	22
96	19	22
76	7	22
91	48	25
102	22	58
91	21	102
90	47	78
90	48	62
136	31	111
60	30	91
111	20	77
111	50	77
27	20	127
149	48	55
121	13	63
121	13	136
119	50	66
66	31	119
87	31	119
119	50	87
91	50	61
66	29	91
91	50	66
91	50	3
3	31	91
87	31	91
91	50	74
91	48	55
108	31	41
149	38	41
44	30	149
97	22	126
4	29	149
136	8	23
72	29	9
20	20	57
144	30	117
149	22	87
149	48	25
85	31	78
87	31	78
112	30	78
78	31	111
53	22	31
53	31	118
78	22	31
19	31	99
119	31	63
112	30	91
44	31	91
134	31	121
121	31	81
91	49	118
59	30	11
59	29	135
76	31	135
103	31	135
27	41	126
27	31	126
126	20	71
61	31	27
127	31	1
91	43	95
91	29	95
145	29	135
144	30	137
90	25	33
90	22	106
91	21	34
67	30	78
67	48	111
115	20	75
111	31	9
111	31	4
110	33	9
145	30	23
23	20	130
91	47	91
123	30	107
28	22	106
28	6	126
145	22	106
76	33	126
116	22	106
91	38	117
78	23	90
90	31	11
11	20	130
145	29	23
91	50	111
91	50	125
91	48	112
147	7	95
127	30	1
78	50	88
35	29	145
42	31	11
4	31	80
136	23	22
78	31	125
136	8	99
59	31	39
39	20	59
92	31	36
28	20	108
76	1	36
99	7	45
8	31	4
90	22	121
140	31	126
90	1	10
146	31	26
48	22	140
78	50	87
93	31	28
110	22	22
30	1	110
91	20	16
91	20	87
91	44	118
91	50	91
100	29	124
20	22	25
17	31	36
72	20	107
28	23	126
91	31	114
142	20	145
99	23	136
99	29	78
99	29	136
70	48	87
149	11	4
129	31	105
101	50	96
21	1	26
103	8	115
22	2	124
136	8	115
130	30	26
29	22	112
29	22	113
29	22	111
29	31	10
20	22	113
10	50	126
111	49	113
20	49	111
149	20	37
26	6	124
149	49	87
26	23	37
91	46	124
38	30	137
144	29	99
33	20	74
33	20	40
33	29	33
53	48	54
44	30	91
78	40	10
25	31	78
74	43	10
38	16	24
38	30	24
145	30	38
78	50	53
87	31	98
112	31	98
111	31	98
91	21	139
87	30	91
90	21	139
90	42	22
94	31	13
3	30	78
91	30	3
13	1	126
13	50	94
95	29	78
149	31	114
26	23	22
49	22	18
18	31	97
4	29	97
91	40	121
90	31	23
17	10	74
139	50	37
57	31	53
22	31	124
23	29	22
22	29	23
28	31	124
78	8	11
39	22	36
107	31	126
59	22	39
49	22	58
67	31	78
17	29	78
78	20	31
144	31	117
78	41	117
44	30	37
84	30	37
78	22	121
66	30	78
55	30	78
80	22	124
80	23	22
115	7	22
115	29	22
99	8	103
91	31	26
149	31	26
107	7	72
15	1	88
92	31	110
27	40	126
19	31	10
22	31	114
78	46	124
74	30	28
9	29	9
112	23	36
26	20	54
149	29	137
115	1	137
137	20	130
47	31	99
149	48	122
51	22	6
24	50	38
113	31	20
126	29	78
10	23	126
110	1	126
126	20	74
72	50	107
132	31	126
8	31	80
115	8	8
17	1	36
139	31	7
126	20	17
145	8	78
78	20	111
78	20	66
61	31	70
57	31	70
78	31	61
78	50	111
78	50	66
37	31	97
60	31	126
60	6	126
42	31	135
99	20	76
99	1	135
76	1	135
78	22	113
3	22	111
137	29	22
48	32	137
68	41	111
133	20	105
96	22	101
26	50	130
139	1	28
78	29	28
76	8	78
91	22	66
118	12	121
118	31	78
91	22	62
66	5	87
33	20	83
40	30	33
33	20	82
48	31	113
149	8	78
91	8	78
14	20	10
78	49	54
14	20	108
110	29	71
130	30	142
130	31	114
78	21	60
58	21	92
61	22	58
107	31	72
128	43	134
78	45	124
91	31	11
26	20	26
99	20	115
113	30	91
78	31	143
13	31	143
73	30	96
96	31	126
88	29	24
96	40	126
83	30	33
136	31	63
149	11	5
5	31	61
5	31	97
97	31	61
61	31	149
97	1	61
23	29	5
149	50	5
78	49	120
78	49	25
87	30	117
132	19	59
110	31	126
132	31	59
117	43	68
68	49	87
91	49	111
90	48	87
90	20	57
90	20	111
90	20	87
90	1	117
90	40	10
78	47	90
136	8	26
76	32	26
76	31	124
124	50	76
124	50	26
136	8	137
144	31	26
22	8	91
48	23	65
93	1	9
28	29	9
126	10	28
71	31	110
80	35	124
78	21	4
99	31	139
14	20	145
148	1	36
34	31	36
48	31	36
37	20	61
145	20	145
145	30	145
14	31	7
11	31	7
20	24	13
20	38	13
20	22	143
78	11	139
21	31	136
90	31	126
149	41	114
142	31	7
26	35	7
75	31	26
45	20	99
98	20	87
111	50	85
90	40	28
126	29	28
145	20	35
32	20	116
22	20	22
149	22	66
76	22	22
145	36	22
26	29	115
115	23	22
26	8	115
99	29	124
91	31	7
81	29	7
53	20	4
53	31	10
146	31	135
148	19	99
91	31	149
91	11	139
91	11	4
54	8	34
25	31	91
58	29	111
50	22	6
91	45	124
58	8	61
20	20	58
133	1	22
99	23	22
48	31	93
149	40	9
30	28	22
145	30	26
149	48	120
111	49	60
78	22	62
28	29	145
27	31	28
149	20	87
149	20	74
111	5	67
115	29	149
30	20	44
115	31	32
115	31	137
91	41	114
26	1	124
78	11	4
91	31	23
97	20	97
77	31	28
121	31	23
78	40	124
78	21	53
146	31	80
91	40	114
130	31	80
11	22	124
47	31	80
96	22	140
136	22	121
65	31	124
78	14	94
20	48	113
78	21	94
20	22	28
145	29	22
22	50	38
142	31	145
105	30	26
38	30	26
129	29	22
26	20	105
26	30	135
23	22	124
135	1	124
130	31	14
7	29	78
78	50	58
58	31	61
78	8	32
107	43	24
136	20	73
136	8	119
113	22	121
99	22	121
27	40	45
20	21	103
75	7	115
97	7	26
47	7	23
23	35	124
26	20	97
23	20	145
91	31	103
48	31	137
4	19	137
121	13	81
90	21	99
119	21	99
136	31	81
37	29	90
37	29	91
91	31	118
15	1	36
23	50	130
48	19	22
49	31	126
126	50	28
36	29	36
149	22	9
78	50	72
78	44	72
71	20	126
132	31	10
149	31	92
149	21	6
72	23	29
111	31	53
149	31	64
26	8	23
23	50	144
90	1	23
126	23	78
18	23	78
78	6	126
22	20	115
74	31	28
88	1	28
93	6	9
99	8	137
76	22	145
139	31	14
78	49	60
23	50	105
62	31	78
25	31	119
66	31	91
45	29	124
115	31	105
149	31	118
75	29	23
103	29	22
53	6	126
137	30	90
20	22	137
53	31	114
78	29	47
75	31	22
47	19	22
129	31	22
47	23	22
115	6	22
77	31	107
4	43	126
28	8	36
97	31	26
78	21	128
91	22	65
146	30	23
130	30	23
108	22	23
58	21	49
90	38	80
149	31	80
149	29	11
78	25	11
53	22	9
145	8	126
48	31	9
130	1	142
137	23	22
45	31	22
96	29	22
142	50	144
72	31	9
72	1	126
115	28	23
105	13	22
144	30	23
38	30	135
23	20	115
80	8	78
134	29	135
136	29	134
98	48	112
145	22	38
91	47	78
91	22	78
37	22	121
90	38	64
99	22	58
118	31	119
91	40	64
91	21	37
37	41	121
119	22	121
78	21	37
90	47	98
98	6	97
91	48	128
145	9	23
78	50	149
91	20	3
139	20	43
42	30	135
43	30	27
138	30	136
57	1	111
97	1	126
19	1	126
58	21	139
149	40	80
137	35	124
37	25	109
130	20	142
142	20	130
137	31	124
6	43	36
29	21	34
5	31	126
18	30	51
25	31	61
129	31	124
27	31	108
108	31	80
27	40	108
80	40	124
29	21	5
29	31	114
90	46	124
80	31	124
149	25	92
91	21	92
149	21	92
22	29	124
142	29	124
26	29	124
136	8	22
78	23	126
78	20	97
78	20	112
78	20	128
149	31	28
49	1	97
91	21	125
115	23	135
22	8	135
71	8	28
17	40	126
28	23	145
99	50	76
91	38	80
11	31	124
64	1	124
91	40	80
69	22	69
95	20	144
115	40	124
26	31	7
125	31	26
125	1	26
91	41	7
136	29	135
136	29	99
130	31	23
26	22	23
149	46	124
41	45	124
115	31	41
137	29	41
139	29	139
139	8	139
49	22	97
78	20	84
19	43	126
91	50	25
78	20	117
87	30	78
138	31	26
78	14	5
6	29	26
26	20	76
49	31	13
97	23	78
97	40	126
126	22	106
60	40	61
35	8	90
20	49	87
91	20	112
19	22	58
3	31	53
20	21	19
87	31	20
114	23	22
121	29	136
88	31	13
88	43	27
40	31	27
53	50	111
78	22	145
78	29	10
78	29	145
10	29	22
53	21	102
53	50	102
78	29	53
53	29	78
111	48	54
91	22	31
78	20	46
91	49	60
56	31	36
23	29	26
23	29	23
145	22	23
57	9	78
144	7	11
80	20	144
146	31	11
136	8	95
146	31	95
13	31	32
3	30	149
44	9	149
46	30	149
13	8	126
149	45	124
31	31	149
23	23	22
142	7	142
78	22	112
80	31	114
149	43	139
78	31	107
136	29	126
70	22	111
58	50	55
61	50	57
90	6	126
14	20	99
149	41	124
20	41	124
94	31	126
149	21	94
56	22	111
149	21	97
149	25	78
25	31	20
62	1	117
20	48	60
71	29	124
10	29	124
115	29	137
76	28	99
115	20	85
85	31	115
115	1	22
91	48	4
91	21	115
47	31	111
65	20	145
14	22	14
126	50	140
140	50	48
140	1	126
96	29	10
115	1	10
101	31	114
21	31	54
73	31	21
145	20	115
20	48	120
45	8	20
4	3	45
20	49	66
78	41	124
149	50	111
28	20	74
4	23	28
57	9	149
97	31	32
64	20	44
78	20	40
64	20	84
68	48	111
53	48	87
38	20	85
136	2	124
82	30	44
85	31	108
56	22	66
17	31	49
149	31	132
123	50	39
20	50	111
4	29	78
146	23	23
75	23	23
77	29	23
115	31	135
22	30	135
22	23	100
124	48	62
74	30	149
145	33	145
149	49	113
28	23	101
56	48	128
53	48	60
22	31	22
48	19	99
26	29	136
115	29	124
130	7	11
85	7	111
20	31	108
78	40	121
91	33	26
17	29	54
97	29	17
94	31	123
63	8	95
22	8	95
68	45	124
124	43	2
87	31	68
61	30	2
2	8	91
124	29	2
149	48	16
136	8	90
149	49	16
78	20	16
38	30	22
22	50	133
59	30	24
24	20	59
76	30	23
30	22	133
116	22	32
149	49	32
101	22	24
74	31	78
30	31	100
30	23	22
44	30	30
149	46	114
126	22	145
115	31	145
70	49	111
115	1	114
147	30	95
145	30	95
112	30	98
20	20	83
20	20	74
80	20	130
48	31	111
78	22	67
68	22	62
29	31	134
149	50	37
124	29	11
28	22	121
85	31	80
54	1	61
36	50	74
101	21	96
13	8	79
47	23	78
47	31	126
22	20	133
145	30	142
40	30	37
22	20	30
78	21	62
99	50	115
90	20	61
136	29	90
78	20	67
67	5	66
123	30	51
16	31	91
22	20	76
64	20	74
62	30	78
44	30	78
47	31	133
99	1	95
136	22	114
38	22	22
91	31	142
78	29	80
80	29	33
78	50	60
78	50	49
101	31	32
6	31	32
78	29	91
90	29	124
85	31	23
69	20	127
4	7	13
72	1	36
22	20	75
35	33	145
115	31	100
136	23	145
136	22	145
35	22	145
132	19	38
71	33	126
59	30	38
67	31	9
126	29	9
98	31	110
20	21	139
91	50	139
113	30	20
3	30	20
53	31	11
66	30	20
90	14	94
19	21	94
9	20	93
48	33	28
130	30	80
14	31	14
78	50	54
68	31	117
90	22	124
135	50	77
146	23	137
81	8	137
56	48	67
113	30	78
78	40	103
2	48	111
8	22	145
8	40	110
8	48	111
48	31	136
136	20	48
76	31	136
149	48	128
128	31	149
43	31	27
27	40	28
94	1	97
94	1	32
76	7	115
126	31	9
58	22	55
53	48	25
53	41	7
144	31	10
22	8	124
30	31	99
139	31	99
136	8	79
31	31	78
58	30	20
112	30	20
146	31	22
97	1	97
20	50	57
126	23	20
20	31	126
149	48	62
149	20	31
149	38	64
91	50	60
68	40	28
68	48	122
53	40	28
53	21	37
53	22	28
37	40	74
74	9	20
74	9	37
40	9	37
127	9	37
37	40	68
149	21	37
37	40	20
53	24	10
53	22	87
149	11	139
149	50	139
99	31	22
149	45	114
78	45	114
51	22	18
97	22	58
132	31	32
96	31	110
135	20	146
115	28	99
77	34	135
77	31	135
99	21	115
104	29	134
20	6	126
20	48	128
54	40	126
64	20	127
60	31	29
29	48	87
54	31	61
149	50	54
128	30	78
77	22	145
134	10	134
42	30	95
15	31	74
78	5	120
53	48	66
149	22	113
149	50	149
23	29	114
115	31	45
115	30	23
38	30	23
28	31	38
110	31	32
54	40	32
96	22	19
137	22	124
70	22	60
105	31	23
134	20	135
135	20	75
99	31	14
58	31	34
53	21	50
78	11	29
53	50	8
53	21	8
78	11	20
19	30	54
97	31	123
53	21	4
60	19	110
78	38	41
11	43	136
93	22	106
36	29	9
80	8	23
115	31	134
114	29	134
4	31	91
85	31	30
107	31	23
77	31	23
15	31	32
78	40	64
70	21	4
56	38	117
91	22	67
148	1	124
45	23	65
136	23	65
148	1	65
90	22	14
48	29	14
30	31	136
101	20	59
30	19	99
115	22	145
45	29	47
68	22	31
68	21	118
78	50	62
30	31	30
99	20	30
61	31	68
149	50	40
108	31	28
78	48	78
53	20	66
136	40	63
71	31	22
70	21	8
149	41	118
136	31	124
80	31	80
61	30	68
20	48	55
64	20	57
58	21	50
22	50	115
99	29	45
145	22	124
142	22	124
149	20	112
61	30	27
40	30	27
83	30	27
149	22	58
88	31	38
133	29	104
90	41	121
118	31	121
45	8	41
96	16	41
99	29	41
23	29	41
103	8	41
144	22	11
136	22	146
137	31	137
136	50	73
48	19	145
30	31	115
57	31	20
136	20	138
51	31	123
115	30	135
134	30	135
91	20	66
94	40	32
94	31	32
29	20	61
108	22	95
145	22	95
3	30	28
91	40	108
45	31	114
45	4	114
70	22	66
78	21	69
76	30	135
23	50	85
117	20	144
60	31	20
54	29	17
28	22	22
78	21	72
75	31	97
28	8	149
76	43	24
19	31	116
55	33	58
141	30	49
141	31	97
32	29	116
149	20	4
79	41	7
71	23	145
78	11	66
28	31	14
65	50	105
115	31	115
149	22	28
41	20	138
46	31	91
91	21	97
78	24	28
74	31	91
96	31	103
139	19	21
136	29	114
47	29	99
77	31	127
90	43	139
58	31	11
126	43	97
149	50	87
149	50	113
4	19	59
19	1	19
19	31	32
56	21	117
100	21	136
98	48	85
149	31	9
87	31	53
54	31	36
148	31	36
129	29	129
46	30	78
20	50	117
91	48	54
115	29	114
45	29	22
35	6	145
2	31	111
53	20	74
53	20	111
78	40	41
41	20	57
83	30	61
127	31	64
4	31	7
76	1	9
76	1	149
137	23	137
144	31	137
149	22	55
136	8	63
38	22	106
128	31	136
28	29	72
149	24	9
16	31	149
111	24	9
72	31	28
28	1	126
28	3	36
78	31	92
115	8	139
115	8	149
5	19	105
6	20	51
78	11	13
46	31	78
76	31	80
74	20	87
65	31	63
91	23	72
91	49	16
31	43	91
91	24	28
28	29	28
78	50	29
81	8	119
91	50	62
20	20	111
91	31	91
78	40	7
149	20	16
38	20	115
149	23	22
78	23	22
85	16	22
139	22	58
75	1	23
149	20	66
91	20	113
78	22	26
74	17	33
33	20	84
53	48	112
115	31	126
54	29	34
72	8	115
104	8	136
22	22	22
51	1	126
5	1	126
122	1	28
139	1	108
71	31	36
92	1	36
54	1	36
66	1	28
88	1	36
66	19	28
28	23	36
115	31	76
61	50	54
20	20	112
130	31	144
19	16	94
91	49	149
136	23	23
5	22	6
111	43	111
91	50	31
30	31	126
11	22	106
81	8	14
148	31	14
30	31	36
143	23	91
91	22	25
34	29	78
34	31	10
59	31	11
58	31	59
78	21	59
78	20	113
78	14	86
18	31	123
84	31	37
9	29	28
9	29	145
54	31	57
46	31	149
3	31	149
83	31	149
148	17	99
121	31	105
108	17	28
108	30	28
17	30	126
9	50	93
78	8	126
20	22	66
37	31	114
26	20	144
90	11	139
79	46	114
136	12	121
90	41	114
78	21	47
29	29	134
118	31	118
68	31	118
65	8	23
149	49	66
108	31	131
108	30	131
75	31	137
38	10	145
61	20	57
58	31	3
117	50	78
78	50	117
103	8	91
103	8	78
78	11	117
126	29	124
124	31	37
78	29	5
70	20	139
78	22	128
149	6	7
119	48	87
14	8	137
91	41	38
91	6	38
28	8	126
78	29	38
22	22	145
76	30	80
115	23	90
75	31	34
145	30	1
42	1	147
127	42	1
38	23	95
91	23	38
71	31	123
71	29	9
149	22	25
28	6	36
91	21	99
4	30	78
149	20	54
27	1	9
20	40	9
111	30	149
61	36	149
83	36	149
3	36	149
105	1	65
74	31	149
132	31	103
91	29	135
99	29	134
87	31	70
79	6	126
54	31	149
119	31	118
26	22	121
65	22	121
12	31	66
99	31	124
91	21	118
78	29	23
23	29	78
28	3	145
28	50	93
53	38	11
11	20	6
149	22	60
78	21	99
78	31	126
23	29	137
23	29	136
137	29	23
91	6	106
90	46	7
149	50	125
77	31	125
125	6	7
149	11	125
78	5	149
91	50	67
11	20	108
119	22	31
119	50	118
47	32	11
61	48	60
29	48	113
113	31	29
8	8	149
9	22	106
4	31	114
29	20	74
29	20	57
76	1	137
20	22	22
20	40	3
78	47	20
91	25	23
90	22	23
145	23	78
34	29	116
42	31	134
29	31	7
139	1	78
28	31	7
22	31	7
81	31	7
78	41	106
28	8	78
24	29	24
91	50	87
115	29	11
78	41	134
74	30	126
115	3	11
115	8	23
108	31	11
28	43	78
45	23	14
15	1	126
66	32	28
79	40	10
75	1	22
142	23	95
136	1	63
37	31	14
37	20	127
38	20	59
29	40	121
136	43	22
22	43	95
22	31	95
136	43	95
77	22	22
115	22	22
135	30	135
71	31	134
13	21	49
13	50	49
49	1	13
39	31	36
34	31	32
136	50	48
79	41	14
149	41	14
77	30	135
78	47	135
149	47	135
149	49	54
91	31	126
91	8	126
78	31	78
78	24	114
78	38	78
111	38	11
126	30	97
124	43	11
112	31	149
124	31	115
123	31	32
108	43	32
60	31	149
61	31	20
139	50	59
47	31	3
78	48	86
144	28	137
139	33	126
115	31	114
108	29	126
58	21	17
80	22	64
23	23	114
110	50	15
78	1	117
149	47	69
104	43	149
78	48	118
22	31	81
91	50	55
97	30	92
76	1	14
76	7	14
35	31	99
35	31	32
76	1	124
58	21	94
141	31	94
94	22	58
78	29	11
23	4	124
149	48	4
70	48	66
73	29	41
74	43	78
115	19	22
15	43	126
145	29	61
59	31	139
11	50	6
29	48	66
141	31	126
78	8	110
139	29	53
105	1	14
134	31	124
38	50	115
36	50	72
134	43	135
134	16	135
65	50	145
76	28	11
59	28	11
130	28	11
